Gmt time,Open,High,Low,Close,Volume
03.01.2016 23:00:00.000,1.08673,1.08675,1.08456,1.08520,4719.0601
04.01.2016 00:00:00.000,1.08520,1.08580,1.08434,1.08457,4561.9702
04.01.2016 01:00:00.000,1.08456,1.08621,1.08274,1.08603,6698.0098
04.01.2016 02:00:00.000,1.08604,1.08759,1.08587,1.08719,6379.8901
04.01.2016 03:00:00.000,1.08719,1.08732,1.08673,1.08714,3722.1101
04.01.2016 04:00:00.000,1.08714,1.08838,1.08698,1.08793,4684.5298
04.01.2016 05:00:00.000,1.08797,1.09049,1.08742,1.08976,6456.3398
04.01.2016 06:00:00.000,1.08975,1.09027,1.08844,1.08892,5652.73
04.01.2016 07:00:00.000,1.08892,1.09203,1.08821,1.09128,11661.0303
04.01.2016 08:00:00.000,1.09125,1.09466,1.09110,1.09245,15448.5195
04.01.2016 09:00:00.000,1.09245,1.09305,1.09128,1.09299,10749.04
04.01.2016 10:00:00.000,1.09294,1.09362,1.09055,1.09059,11536.8496
04.01.2016 11:00:00.000,1.09060,1.09174,1.08980,1.09174,9632.04
04.01.2016 12:00:00.000,1.09171,1.09252,1.08968,1.09069,9711.7803
04.01.2016 13:00:00.000,1.09068,1.09068,1.08461,1.08549,15923.9697
04.01.2016 14:00:00.000,1.08550,1.08631,1.08337,1.08385,15101.04
04.01.2016 15:00:00.000,1.08385,1.08480,1.08014,1.08016,20532.9902
04.01.2016 16:00:00.000,1.08018,1.08125,1.07813,1.08035,16753.3809
04.01.2016 17:00:00.000,1.08032,1.08234,1.08003,1.08182,9451.5498
04.01.2016 18:00:00.000,1.08184,1.08249,1.08128,1.08223,6261.7402
04.01.2016 19:00:00.000,1.08223,1.08283,1.08160,1.08278,5964.71
04.01.2016 20:00:00.000,1.08275,1.08374,1.08264,1.08292,7672.1201
04.01.2016 21:00:00.000,1.08292,1.08375,1.08290,1.08326,3694.03
04.01.2016 22:00:00.000,1.08326,1.08335,1.08274,1.08300,2058.75
04.01.2016 23:00:00.000,1.08296,1.08296,1.08237,1.08242,3313.03
05.01.2016 00:00:00.000,1.08242,1.08349,1.08183,1.08315,3228.1599
05.01.2016 01:00:00.000,1.08316,1.08391,1.08225,1.08252,6711.0498
05.01.2016 02:00:00.000,1.08246,1.08288,1.08155,1.08172,4693.0698
05.01.2016 03:00:00.000,1.08172,1.08216,1.08153,1.08197,4165.8198
05.01.2016 04:00:00.000,1.08197,1.08261,1.08193,1.08228,3371.26
05.01.2016 05:00:00.000,1.08228,1.08347,1.08213,1.08314,5234.4199
05.01.2016 06:00:00.000,1.08315,1.08369,1.08250,1.08279,5766.4399
05.01.2016 07:00:00.000,1.08278,1.08291,1.08044,1.08088,9591.0801
05.01.2016 08:00:00.000,1.08089,1.08187,1.07856,1.07898,15284.5898
05.01.2016 09:00:00.000,1.07897,1.07990,1.07729,1.07745,15745.29
05.01.2016 10:00:00.000,1.07745,1.07850,1.07651,1.07683,16789.2207
05.01.2016 11:00:00.000,1.07683,1.07689,1.07524,1.07561,11690.7197
05.01.2016 12:00:00.000,1.07561,1.07650,1.07502,1.07517,14212.3398
05.01.2016 13:00:00.000,1.07517,1.07568,1.07392,1.07423,16414.8496
05.01.2016 14:00:00.000,1.07422,1.07575,1.07387,1.07394,15744.2402
05.01.2016 15:00:00.000,1.07393,1.07429,1.07108,1.07219,19334.3691
05.01.2016 16:00:00.000,1.07218,1.07444,1.07199,1.07423,16080.8096
05.01.2016 17:00:00.000,1.07425,1.07488,1.07334,1.07457,9090.6396
05.01.2016 18:00:00.000,1.07456,1.07468,1.07335,1.07343,6926.5098
05.01.2016 19:00:00.000,1.07340,1.07470,1.07335,1.07435,5918.6802
05.01.2016 20:00:00.000,1.07437,1.07533,1.07421,1.07503,6445.8398
05.01.2016 21:00:00.000,1.07501,1.07558,1.07466,1.07483,3833.4399
05.01.2016 22:00:00.000,1.07483,1.07564,1.07468,1.07540,3001.01
05.01.2016 23:00:00.000,1.07538,1.07589,1.07496,1.07508,3454.6299
06.01.2016 00:00:00.000,1.07509,1.07518,1.07415,1.07444,4275.9902
06.01.2016 01:00:00.000,1.07444,1.07732,1.07394,1.07614,10871.5996
06.01.2016 02:00:00.000,1.07616,1.07708,1.07606,1.07640,8182.5698
06.01.2016 03:00:00.000,1.07640,1.07651,1.07455,1.07457,6849.3198
06.01.2016 04:00:00.000,1.07456,1.07509,1.07456,1.07497,3431.6001
06.01.2016 05:00:00.000,1.07496,1.07506,1.07413,1.07449,3564.4099
06.01.2016 06:00:00.000,1.07451,1.07551,1.07433,1.07456,4944.8999
06.01.2016 07:00:00.000,1.07457,1.07490,1.07194,1.07298,12769.0996
06.01.2016 08:00:00.000,1.07297,1.07429,1.07244,1.07359,13402.4199
06.01.2016 09:00:00.000,1.07358,1.07370,1.07206,1.07348,11081.2305
06.01.2016 10:00:00.000,1.07348,1.07381,1.07255,1.07357,9261.9102
06.01.2016 11:00:00.000,1.07358,1.07523,1.07330,1.07490,12097.5
06.01.2016 12:00:00.000,1.07489,1.07600,1.07404,1.07433,10208.7998
06.01.2016 13:00:00.000,1.07432,1.07560,1.07158,1.07395,19387.1992
06.01.2016 14:00:00.000,1.07396,1.07589,1.07332,1.07568,19252.1699
06.01.2016 15:00:00.000,1.07568,1.07672,1.07405,1.07452,19080.5
06.01.2016 16:00:00.000,1.07453,1.07630,1.07439,1.07615,13348.0195
06.01.2016 17:00:00.000,1.07616,1.07625,1.07537,1.07550,7491.6602
06.01.2016 18:00:00.000,1.07550,1.07651,1.07528,1.07561,6671.1802
06.01.2016 19:00:00.000,1.07560,1.07996,1.07475,1.07892,18610.4805
06.01.2016 20:00:00.000,1.07887,1.07996,1.07805,1.07875,8994.2998
06.01.2016 21:00:00.000,1.07875,1.07906,1.07801,1.07812,3289.5801
06.01.2016 22:00:00.000,1.07812,1.07836,1.07751,1.07753,3303.04
06.01.2016 23:00:00.000,1.07754,1.07816,1.07740,1.07770,2878.47
07.01.2016 00:00:00.000,1.07770,1.07831,1.07744,1.07778,4101.3198
07.01.2016 01:00:00.000,1.07779,1.08101,1.07750,1.08031,13683.4805
07.01.2016 02:00:00.000,1.08030,1.08178,1.07996,1.08155,8330.6201
07.01.2016 03:00:00.000,1.08154,1.08259,1.08150,1.08190,7625.3101
07.01.2016 04:00:00.000,1.08190,1.08256,1.08157,1.08237,4868.04
07.01.2016 05:00:00.000,1.08238,1.08296,1.08210,1.08275,4046.4299
07.01.2016 06:00:00.000,1.08274,1.08282,1.08119,1.08171,6678.0698
07.01.2016 07:00:00.000,1.08171,1.08222,1.07823,1.07835,16749.2695
07.01.2016 08:00:00.000,1.07834,1.08083,1.07714,1.08076,17794.6504
07.01.2016 09:00:00.000,1.08076,1.08697,1.08076,1.08463,21961.7793
07.01.2016 10:00:00.000,1.08463,1.08597,1.08350,1.08375,17622.5
07.01.2016 11:00:00.000,1.08376,1.08748,1.08376,1.08668,15939.04
07.01.2016 12:00:00.000,1.08668,1.08697,1.08448,1.08586,13392.4697
07.01.2016 13:00:00.000,1.08588,1.08726,1.08564,1.08589,15872.7695
07.01.2016 14:00:00.000,1.08588,1.08647,1.08368,1.08443,19865.7305
07.01.2016 15:00:00.000,1.08443,1.08751,1.08281,1.08281,20754.2695
07.01.2016 16:00:00.000,1.08267,1.08621,1.08262,1.08601,17687.8809
07.01.2016 17:00:00.000,1.08600,1.08721,1.08560,1.08626,11593.8799
07.01.2016 18:00:00.000,1.08626,1.09093,1.08624,1.09016,14251.3203
07.01.2016 19:00:00.000,1.09015,1.09352,1.08936,1.09311,12765.0801
07.01.2016 20:00:00.000,1.09314,1.09403,1.09241,1.09348,12827.5
07.01.2016 21:00:00.000,1.09347,1.09400,1.09282,1.09345,4545.21
07.01.2016 22:00:00.000,1.09345,1.09357,1.09209,1.09224,2515.3501
07.01.2016 23:00:00.000,1.09222,1.09269,1.09200,1.09261,4427.8799
08.01.2016 00:00:00.000,1.09261,1.09275,1.09118,1.09182,6451.5498
08.01.2016 01:00:00.000,1.09182,1.09231,1.08722,1.08843,18553.8809
08.01.2016 02:00:00.000,1.08845,1.08910,1.08761,1.08873,6680.3101
08.01.2016 03:00:00.000,1.08873,1.08893,1.08806,1.08842,4957.9702
08.01.2016 04:00:00.000,1.08842,1.08845,1.08725,1.08744,4008.8
08.01.2016 05:00:00.000,1.08744,1.08853,1.08736,1.08784,4514.4302
08.01.2016 06:00:00.000,1.08784,1.08815,1.08553,1.08616,7021.5498
08.01.2016 07:00:00.000,1.08617,1.08889,1.08552,1.08867,12571.2998
08.01.2016 08:00:00.000,1.08865,1.08999,1.08692,1.08721,15873.6699
08.01.2016 09:00:00.000,1.08720,1.08830,1.08671,1.08734,10684.3496
08.01.2016 10:00:00.000,1.08735,1.08754,1.08587,1.08694,10389.96
08.01.2016 11:00:00.000,1.08694,1.08767,1.08614,1.08727,10838.4004
08.01.2016 12:00:00.000,1.08725,1.08776,1.08591,1.08663,9914.7695
08.01.2016 13:00:00.000,1.08663,1.08707,1.08036,1.08424,23742.7891
08.01.2016 14:00:00.000,1.08414,1.08906,1.08340,1.08647,24607.5195
08.01.2016 15:00:00.000,1.08646,1.09086,1.08646,1.09086,23247.2109
08.01.2016 16:00:00.000,1.09085,1.09172,1.08849,1.08849,21906.25
08.01.2016 17:00:00.000,1.08846,1.08924,1.08706,1.08885,12417.7002
08.01.2016 18:00:00.000,1.08885,1.09048,1.08864,1.08971,10328.8604
08.01.2016 19:00:00.000,1.08970,1.09054,1.08900,1.09028,8184.2598
08.01.2016 20:00:00.000,1.09026,1.09218,1.09015,1.09197,8892.8203
08.01.2016 21:00:00.000,1.09195,1.09308,1.09175,1.09291,3936.9299
08.01.2016 22:00:00.000,1.09291,1.09291,1.09291,1.09291,0
08.01.2016 23:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 00:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 01:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 02:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 03:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 04:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 05:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 06:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 07:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 08:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 09:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 10:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 11:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 12:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 13:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 14:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 15:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 16:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 17:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 18:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 19:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 20:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 21:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 22:00:00.000,1.09291,1.09291,1.09291,1.09291,0
09.01.2016 23:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 00:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 01:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 02:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 03:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 04:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 05:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 06:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 07:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 08:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 09:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 10:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 11:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 12:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 13:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 14:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 15:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 16:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 17:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 18:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 19:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 20:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 21:00:00.000,1.09291,1.09291,1.09291,1.09291,0
10.01.2016 22:00:00.000,1.09209,1.09469,1.09194,1.09449,4530.71
10.01.2016 23:00:00.000,1.09448,1.09704,1.09335,1.09378,8515.6201
11.01.2016 00:00:00.000,1.09379,1.09413,1.09241,1.09387,4982.1001
11.01.2016 01:00:00.000,1.09387,1.09457,1.09238,1.09382,7891.2798
11.01.2016 02:00:00.000,1.09383,1.09384,1.09179,1.09212,5687.21
11.01.2016 03:00:00.000,1.09211,1.09240,1.09087,1.09145,4517.3101
11.01.2016 04:00:00.000,1.09146,1.09158,1.09084,1.09143,2129
11.01.2016 05:00:00.000,1.09143,1.09196,1.09094,1.09184,2957.3701
11.01.2016 06:00:00.000,1.09185,1.09341,1.09146,1.09322,5574
11.01.2016 07:00:00.000,1.09321,1.09325,1.08933,1.09009,7888.6099
11.01.2016 08:00:00.000,1.09008,1.09009,1.08725,1.08846,13828.1504
11.01.2016 09:00:00.000,1.08845,1.08938,1.08817,1.08859,9438.8203
11.01.2016 10:00:00.000,1.08860,1.09019,1.08851,1.09009,9952.54
11.01.2016 11:00:00.000,1.09010,1.09071,1.08927,1.08988,11072.1797
11.01.2016 12:00:00.000,1.08989,1.09103,1.08920,1.08992,10507.0498
11.01.2016 13:00:00.000,1.08993,1.09028,1.08801,1.08816,15874.9902
11.01.2016 14:00:00.000,1.08816,1.08995,1.08600,1.08985,21480.0801
11.01.2016 15:00:00.000,1.08984,1.09001,1.08509,1.08514,24305.1504
11.01.2016 16:00:00.000,1.08515,1.08971,1.08481,1.08777,18787.1094
11.01.2016 17:00:00.000,1.08777,1.08965,1.08776,1.08813,12105.1797
11.01.2016 18:00:00.000,1.08809,1.08989,1.08784,1.08904,11676.1201
11.01.2016 19:00:00.000,1.08904,1.08954,1.08631,1.08738,12818.2197
11.01.2016 20:00:00.000,1.08738,1.08803,1.08505,1.08521,8825.4404
11.01.2016 21:00:00.000,1.08521,1.08609,1.08517,1.08594,3570.5901
11.01.2016 22:00:00.000,1.08597,1.08662,1.08563,1.08629,3992.77
11.01.2016 23:00:00.000,1.08628,1.08628,1.08530,1.08567,3128.74
12.01.2016 00:00:00.000,1.08566,1.08661,1.08505,1.08524,6366.1602
12.01.2016 01:00:00.000,1.08524,1.08614,1.08415,1.08550,7921.4302
12.01.2016 02:00:00.000,1.08549,1.08798,1.08548,1.08780,7762.1699
12.01.2016 03:00:00.000,1.08780,1.08840,1.08714,1.08801,4496.9902
12.01.2016 04:00:00.000,1.08803,1.08849,1.08779,1.08825,4346.8398
12.01.2016 05:00:00.000,1.08826,1.08845,1.08744,1.08756,7072.7402
12.01.2016 06:00:00.000,1.08758,1.08939,1.08746,1.08841,8815.3496
12.01.2016 07:00:00.000,1.08839,1.08997,1.08799,1.08925,8520.1299
12.01.2016 08:00:00.000,1.08926,1.09004,1.08724,1.08847,15549.6104
12.01.2016 09:00:00.000,1.08847,1.08886,1.08548,1.08570,15931.3896
12.01.2016 10:00:00.000,1.08569,1.08597,1.08442,1.08484,15208.9102
12.01.2016 11:00:00.000,1.08484,1.08595,1.08431,1.08554,12701.9297
12.01.2016 12:00:00.000,1.08553,1.08607,1.08362,1.08431,13384.04
12.01.2016 13:00:00.000,1.08431,1.08560,1.08332,1.08519,17075.3398
12.01.2016 14:00:00.000,1.08518,1.08608,1.08428,1.08486,18703.2207
12.01.2016 15:00:00.000,1.08486,1.08580,1.08211,1.08247,23569.9902
12.01.2016 16:00:00.000,1.08237,1.08435,1.08199,1.08355,18905.1309
12.01.2016 17:00:00.000,1.08353,1.08418,1.08210,1.08395,14373.6299
12.01.2016 18:00:00.000,1.08395,1.08566,1.08306,1.08510,11633.2998
12.01.2016 19:00:00.000,1.08510,1.08778,1.08510,1.08548,13072.4297
12.01.2016 20:00:00.000,1.08549,1.08594,1.08455,1.08542,8881.46
12.01.2016 21:00:00.000,1.08544,1.08601,1.08507,1.08593,4054.97
12.01.2016 22:00:00.000,1.08593,1.08628,1.08475,1.08487,2247.9099
12.01.2016 23:00:00.000,1.08486,1.08492,1.08414,1.08433,3324.9399
13.01.2016 00:00:00.000,1.08431,1.08492,1.08310,1.08377,8286.7305
13.01.2016 01:00:00.000,1.08377,1.08385,1.08203,1.08245,8665.1104
13.01.2016 02:00:00.000,1.08245,1.08294,1.08115,1.08294,10181.1904
13.01.2016 03:00:00.000,1.08295,1.08324,1.08247,1.08252,5999.8501
13.01.2016 04:00:00.000,1.08253,1.08314,1.08243,1.08279,4674.04
13.01.2016 05:00:00.000,1.08277,1.08354,1.08273,1.08296,8673.4502
13.01.2016 06:00:00.000,1.08297,1.08382,1.08289,1.08333,6551.3799
13.01.2016 07:00:00.000,1.08333,1.08369,1.08135,1.08165,11933.29
13.01.2016 08:00:00.000,1.08164,1.08341,1.08096,1.08239,17671.0996
13.01.2016 09:00:00.000,1.08238,1.08268,1.08055,1.08199,14698.5703
13.01.2016 10:00:00.000,1.08199,1.08210,1.08094,1.08129,11524.4199
13.01.2016 11:00:00.000,1.08130,1.08300,1.08125,1.08232,11664.1602
13.01.2016 12:00:00.000,1.08232,1.08241,1.08050,1.08145,13437.6396
13.01.2016 13:00:00.000,1.08147,1.08317,1.08144,1.08306,15935.5898
13.01.2016 14:00:00.000,1.08310,1.08560,1.08243,1.08478,18381.1895
13.01.2016 15:00:00.000,1.08477,1.08824,1.08434,1.08452,24187.0195
13.01.2016 16:00:00.000,1.08446,1.08629,1.08446,1.08625,20745.9805
13.01.2016 17:00:00.000,1.08623,1.08624,1.08450,1.08503,14260.6699
13.01.2016 18:00:00.000,1.08505,1.08643,1.08447,1.08572,13030.5195
13.01.2016 19:00:00.000,1.08571,1.08838,1.08505,1.08777,15666.0801
13.01.2016 20:00:00.000,1.08778,1.08828,1.08706,1.08828,10739.8799
13.01.2016 21:00:00.000,1.08828,1.08880,1.08725,1.08776,5929.7402
13.01.2016 22:00:00.000,1.08777,1.08839,1.08766,1.08826,4810.9702
13.01.2016 23:00:00.000,1.08827,1.08888,1.08813,1.08858,5023.54
14.01.2016 00:00:00.000,1.08859,1.08942,1.08804,1.08863,7343.0801
14.01.2016 01:00:00.000,1.08863,1.08958,1.08808,1.08811,9318.04
14.01.2016 02:00:00.000,1.08812,1.08913,1.08812,1.08850,8549.5596
14.01.2016 03:00:00.000,1.08850,1.08860,1.08758,1.08841,5790.4902
14.01.2016 04:00:00.000,1.08842,1.08970,1.08827,1.08918,5264.48
14.01.2016 05:00:00.000,1.08919,1.08937,1.08763,1.08791,7360.52
14.01.2016 06:00:00.000,1.08790,1.08808,1.08669,1.08673,8192.6797
14.01.2016 07:00:00.000,1.08674,1.08722,1.08544,1.08599,11794.6504
14.01.2016 08:00:00.000,1.08598,1.09185,1.08567,1.09135,21035.3008
14.01.2016 09:00:00.000,1.09135,1.09369,1.08984,1.09024,20537.6992
14.01.2016 10:00:00.000,1.09024,1.09291,1.08996,1.09228,18071.2402
14.01.2016 11:00:00.000,1.09228,1.09434,1.09202,1.09320,18296.9805
14.01.2016 12:00:00.000,1.09320,1.09359,1.08829,1.08863,22255.3105
14.01.2016 13:00:00.000,1.08863,1.09019,1.08826,1.08954,18015.1504
14.01.2016 14:00:00.000,1.08954,1.09180,1.08801,1.09124,26341.0391
14.01.2016 15:00:00.000,1.09124,1.09164,1.08364,1.08399,31309.7793
14.01.2016 16:00:00.000,1.08398,1.08638,1.08347,1.08620,24092.3301
14.01.2016 17:00:00.000,1.08618,1.08698,1.08539,1.08618,14522.2305
14.01.2016 18:00:00.000,1.08618,1.08628,1.08470,1.08587,12071.6299
14.01.2016 19:00:00.000,1.08586,1.08641,1.08544,1.08623,10191.1699
14.01.2016 20:00:00.000,1.08623,1.08667,1.08546,1.08648,8893.5596
14.01.2016 21:00:00.000,1.08646,1.08707,1.08590,1.08655,5226.1699
14.01.2016 22:00:00.000,1.08658,1.08712,1.08617,1.08618,2696.5701
14.01.2016 23:00:00.000,1.08616,1.08660,1.08549,1.08574,5067.5801
15.01.2016 00:00:00.000,1.08575,1.08642,1.08567,1.08642,7196.3198
15.01.2016 01:00:00.000,1.08643,1.08794,1.08622,1.08725,9500.71
15.01.2016 02:00:00.000,1.08725,1.08817,1.08687,1.08816,6288.4199
15.01.2016 03:00:00.000,1.08816,1.08842,1.08750,1.08823,5071.5498
15.01.2016 04:00:00.000,1.08824,1.08898,1.08760,1.08832,7738.8398
15.01.2016 05:00:00.000,1.08832,1.08888,1.08777,1.08789,7743.3101
15.01.2016 06:00:00.000,1.08788,1.08898,1.08759,1.08876,8126.3301
15.01.2016 07:00:00.000,1.08877,1.08901,1.08609,1.08691,11208.4502
15.01.2016 08:00:00.000,1.08690,1.09049,1.08636,1.09008,20593.0801
15.01.2016 09:00:00.000,1.09008,1.09179,1.08897,1.09053,19596.3809
15.01.2016 10:00:00.000,1.09053,1.09159,1.08971,1.09125,14274.9102
15.01.2016 11:00:00.000,1.09124,1.09160,1.08901,1.09015,16672.9707
15.01.2016 12:00:00.000,1.09017,1.09188,1.09002,1.09086,15686.8701
15.01.2016 13:00:00.000,1.09085,1.09848,1.09084,1.09573,28215.0996
15.01.2016 14:00:00.000,1.09571,1.09700,1.09303,1.09603,32348.6309
15.01.2016 15:00:00.000,1.09593,1.09653,1.09363,1.09507,29305.9902
15.01.2016 16:00:00.000,1.09506,1.09681,1.09422,1.09637,26546.7793
